Severity,CVE,Vulnerability,Plugin URL,Affected Plugin,Affected Version,Database,Discovery Date,#Dependents,#Page,Id,C_BUG,Dependencies
M,https://snyk.io/vuln/SNYK-JS-PARSESERVER-590063,Access Restriction Bypass,https://snyk.io/vuln/npm:parse-server,parse-server,">=3.5.0 <4.3.0",npm,"23 Jul, 2020",0,30,870,no,"@apollographql/graphql-playground-html,@graphql-tools/links,@graphql-tools/stitch,@graphql-tools/utils,@parse/fs-files-adapter,@parse/push-adapter,@parse/s3-files-adapter,@parse/simple-mailgun-adapter,apollo-server-express,bcryptjs,body-parser,commander,cors,deepcopy,express,follow-redirects,graphql,graphql-list-fields,graphql-relay,graphql-tag,graphql-upload,intersect,jsonwebtoken,jwks-rsa,ldapjs,lodash,lru-cache,mime,mongodb,parse,pg-promise,pluralize,redis,semver,subscriptions-transport-ws,tv4,uuid,winston,winston-daily-rotate-file,ws,@node-rs/bcrypt,@babel/cli,@babel/core,@babel/plugin-proposal-object-rest-spread,@babel/plugin-transform-flow-strip-types,@babel/preset-env,@parse/minami,apollo-cache-inmemory,apollo-client,apollo-link,apollo-link-http,apollo-link-ws,apollo-upload-client,apollo-utilities,babel-eslint,bcrypt-nodejs,cross-env,deep-diff,eslint,eslint-plugin-flowtype,flow-bin,form-data,husky,jasmine,jsdoc,jsdoc-babel,lint-staged,mongodb-runner,node-fetch,nyc,prettier"
H,https://snyk.io/vuln/SNYK-JS-PARSESERVER-1582380,Denial of Service (DoS),https://snyk.io/vuln/npm:parse-server,parse-server,"<4.10.3",npm,"03 Sep, 2021",0,3,60,no,"@apollographql/graphql-playground-html,@graphql-tools/links,@graphql-tools/stitch,@graphql-tools/utils,@parse/fs-files-adapter,@parse/push-adapter,@parse/s3-files-adapter,@parse/simple-mailgun-adapter,apollo-server-express,bcryptjs,body-parser,commander,cors,deepcopy,express,follow-redirects,graphql,graphql-list-fields,graphql-relay,graphql-tag,graphql-upload,intersect,jsonwebtoken,jwks-rsa,ldapjs,lodash,lru-cache,mime,mongodb,parse,pg-promise,pluralize,redis,semver,subscriptions-transport-ws,tv4,uuid,winston,winston-daily-rotate-file,ws,@node-rs/bcrypt,@babel/cli,@babel/core,@babel/plugin-proposal-object-rest-spread,@babel/plugin-transform-flow-strip-types,@babel/preset-env,@parse/minami,apollo-cache-inmemory,apollo-client,apollo-link,apollo-link-http,apollo-link-ws,apollo-upload-client,apollo-utilities,babel-eslint,bcrypt-nodejs,cross-env,deep-diff,eslint,eslint-plugin-flowtype,flow-bin,form-data,husky,jasmine,jsdoc,jsdoc-babel,lint-staged,mongodb-runner,node-fetch,nyc,prettier"
M,https://snyk.io/vuln/SNYK-JS-PARSESERVER-455637,Account Enumeration,https://snyk.io/vuln/npm:parse-server,parse-server,"<3.6.0",npm,"29 Jul, 2019",0,54,1610,no,"@apollographql/graphql-playground-html,@graphql-tools/links,@graphql-tools/stitch,@graphql-tools/utils,@parse/fs-files-adapter,@parse/push-adapter,@parse/s3-files-adapter,@parse/simple-mailgun-adapter,apollo-server-express,bcryptjs,body-parser,commander,cors,deepcopy,express,follow-redirects,graphql,graphql-list-fields,graphql-relay,graphql-tag,graphql-upload,intersect,jsonwebtoken,jwks-rsa,ldapjs,lodash,lru-cache,mime,mongodb,parse,pg-promise,pluralize,redis,semver,subscriptions-transport-ws,tv4,uuid,winston,winston-daily-rotate-file,ws,@node-rs/bcrypt,@babel/cli,@babel/core,@babel/plugin-proposal-object-rest-spread,@babel/plugin-transform-flow-strip-types,@babel/preset-env,@parse/minami,apollo-cache-inmemory,apollo-client,apollo-link,apollo-link-http,apollo-link-ws,apollo-upload-client,apollo-utilities,babel-eslint,bcrypt-nodejs,cross-env,deep-diff,eslint,eslint-plugin-flowtype,flow-bin,form-data,husky,jasmine,jsdoc,jsdoc-babel,lint-staged,mongodb-runner,node-fetch,nyc,prettier"
H,https://snyk.io/vuln/SNYK-JS-PARSESERVER-455635,Denial of Service (DoS),https://snyk.io/vuln/npm:parse-server,parse-server,"<3.4.1",npm,"29 Jul, 2019",0,54,1611,no,"@apollographql/graphql-playground-html,@graphql-tools/links,@graphql-tools/stitch,@graphql-tools/utils,@parse/fs-files-adapter,@parse/push-adapter,@parse/s3-files-adapter,@parse/simple-mailgun-adapter,apollo-server-express,bcryptjs,body-parser,commander,cors,deepcopy,express,follow-redirects,graphql,graphql-list-fields,graphql-relay,graphql-tag,graphql-upload,intersect,jsonwebtoken,jwks-rsa,ldapjs,lodash,lru-cache,mime,mongodb,parse,pg-promise,pluralize,redis,semver,subscriptions-transport-ws,tv4,uuid,winston,winston-daily-rotate-file,ws,@node-rs/bcrypt,@babel/cli,@babel/core,@babel/plugin-proposal-object-rest-spread,@babel/plugin-transform-flow-strip-types,@babel/preset-env,@parse/minami,apollo-cache-inmemory,apollo-client,apollo-link,apollo-link-http,apollo-link-ws,apollo-upload-client,apollo-utilities,babel-eslint,bcrypt-nodejs,cross-env,deep-diff,eslint,eslint-plugin-flowtype,flow-bin,form-data,husky,jasmine,jsdoc,jsdoc-babel,lint-staged,mongodb-runner,node-fetch,nyc,prettier"
M,https://snyk.io/vuln/SNYK-JS-PARSESERVER-1054842,Insecure Storage of Sensitive Information,https://snyk.io/vuln/npm:parse-server,parse-server,">=3.10.0 <4.5.0",npm,"29 Dec, 2020",0,20,578,no,"@apollographql/graphql-playground-html,@graphql-tools/links,@graphql-tools/stitch,@graphql-tools/utils,@parse/fs-files-adapter,@parse/push-adapter,@parse/s3-files-adapter,@parse/simple-mailgun-adapter,apollo-server-express,bcryptjs,body-parser,commander,cors,deepcopy,express,follow-redirects,graphql,graphql-list-fields,graphql-relay,graphql-tag,graphql-upload,intersect,jsonwebtoken,jwks-rsa,ldapjs,lodash,lru-cache,mime,mongodb,parse,pg-promise,pluralize,redis,semver,subscriptions-transport-ws,tv4,uuid,winston,winston-daily-rotate-file,ws,@node-rs/bcrypt,@babel/cli,@babel/core,@babel/plugin-proposal-object-rest-spread,@babel/plugin-transform-flow-strip-types,@babel/preset-env,@parse/minami,apollo-cache-inmemory,apollo-client,apollo-link,apollo-link-http,apollo-link-ws,apollo-upload-client,apollo-utilities,babel-eslint,bcrypt-nodejs,cross-env,deep-diff,eslint,eslint-plugin-flowtype,flow-bin,form-data,husky,jasmine,jsdoc,jsdoc-babel,lint-staged,mongodb-runner,node-fetch,nyc,prettier"
M,https://snyk.io/vuln/SNYK-JS-HANDSONTABLE-1019380,Cross-site Scripting (XSS),https://snyk.io/vuln/npm:handsontable,handsontable,"<8.2.0",npm,"13 Nov, 2020",0,22,650,no,"@types/pikaday,core-js,dompurify,moment,numbro,pikaday,hyperformula,@actions/core,@actions/github,@babel/cli,@babel/core,@babel/eslint-parser,@babel/eslint-plugin,@babel/plugin-proposal-class-properties,@babel/plugin-proposal-object-rest-spread,@babel/plugin-transform-runtime,@babel/polyfill,@babel/preset-env,@babel/register,@babel/runtime,@babel/types,babel-core,babel-eslint,babel-jest,babel-loader,babel-plugin-forbidden-imports,babel-plugin-transform-inline-environment-variables,babel-plugin-transform-require-ignore,chalk,concurrently,copy-webpack-plugin,cpy-cli,cross-env,css-loader,ecstatic,env-cmd,eslint,eslint-config-airbnb-base,eslint-plugin-handsontable,eslint-plugin-import,eslint-plugin-jsdoc,execa,fs-extra,glob,html-parse-stringify,html-webpack-plugin,http-server,inquirer,jasmine-co,jasmine-console-reporter,jasmine-core,jasmine-terminal-reporter,jest,jest-cli,jsdom,jsdom-global,loader-utils,lodash,mini-css-extract-plugin,minimatch,on-build-webpack,optimize-css-assets-webpack-plugin,progress-bar-webpack-plugin,puppeteer,replace-in-file,rimraf,semver,spawn-command,string-replace-webpack-plugin,style-loader,stylelint,supports-color,tree-kill,typescript,webpack,webpack-cli,yargs"
C,https://snyk.io/vuln/SNYK-JS-JSONEDITOR-575026,Cross-site Scripting (XSS),https://snyk.io/vuln/npm:jsoneditor,jsoneditor,"<9.0.2",npm,"01 Jul, 2020",0,31,906,no,"ace-builds,ajv,javascript-natural-sort,jmespath,jsonrepair,json-source-map,mobius1-selectr,picomodal,vanilla-picker,@babel/core,@babel/preset-env,@babel/register,babel-loader,btoa,date-format,fancy-log,gulp,gulp-clean-css,gulp-concat-css,gulp-sass,jsdom,json-loader,mkdirp,mocha,sass,source-map-loader,standard,uglify-js,webpack"
H,https://snyk.io/vuln/SNYK-JS-JSONEDITOR-1315828,Server-side Request Forgery (SSRF),https://snyk.io/vuln/npm:jsoneditor,jsoneditor,"<2.2.2",npm,"02 Jul, 2021",0,6,152,no,"ace-builds,ajv,javascript-natural-sort,jmespath,jsonrepair,json-source-map,mobius1-selectr,picomodal,vanilla-picker,@babel/core,@babel/preset-env,@babel/register,babel-loader,btoa,date-format,fancy-log,gulp,gulp-clean-css,gulp-concat-css,gulp-sass,jsdom,json-loader,mkdirp,mocha,sass,source-map-loader,standard,uglify-js,webpack"
H,https://snyk.io/vuln/SNYK-JS-HANDSONTABLE-1726770,Regular Expression Denial of Service (ReDoS),https://snyk.io/vuln/npm:handsontable,handsontable,"<10.0.0",npm,"29 Sep, 2021",0,1,10,no,"@types/pikaday,core-js,dompurify,moment,numbro,pikaday,hyperformula,@actions/core,@actions/github,@babel/cli,@babel/core,@babel/eslint-parser,@babel/eslint-plugin,@babel/plugin-proposal-class-properties,@babel/plugin-proposal-object-rest-spread,@babel/plugin-transform-runtime,@babel/polyfill,@babel/preset-env,@babel/register,@babel/runtime,@babel/types,babel-core,babel-eslint,babel-jest,babel-loader,babel-plugin-forbidden-imports,babel-plugin-transform-inline-environment-variables,babel-plugin-transform-require-ignore,chalk,concurrently,copy-webpack-plugin,cpy-cli,cross-env,css-loader,ecstatic,env-cmd,eslint,eslint-config-airbnb-base,eslint-plugin-handsontable,eslint-plugin-import,eslint-plugin-jsdoc,execa,fs-extra,glob,html-parse-stringify,html-webpack-plugin,http-server,inquirer,jasmine-co,jasmine-console-reporter,jasmine-core,jasmine-terminal-reporter,jest,jest-cli,jsdom,jsdom-global,loader-utils,lodash,mini-css-extract-plugin,minimatch,on-build-webpack,optimize-css-assets-webpack-plugin,progress-bar-webpack-plugin,puppeteer,replace-in-file,rimraf,semver,spawn-command,string-replace-webpack-plugin,style-loader,stylelint,supports-color,tree-kill,typescript,webpack,webpack-cli,yargs"
L,https://snyk.io/vuln/npm:ms:20170412,Regular Expression Denial of Service (ReDoS),https://snyk.io/vuln/npm:ms,ms,">=0.7.1 <2.0.0",npm,"15 May, 2017",0,92,2755,no,"eslint,expect.js,husky,lint-staged,mocha,prettier"
H,https://snyk.io/vuln/SNYK-JS-ANSIREGEX-1583908,Regular Expression Denial of Service (ReDoS),https://snyk.io/vuln/npm:ansi-regex,ansi-regex,">=6.0.0 <6.0.1,>2.1.1 <5.0.1",npm,"12 Sep, 2021",0,2,49,no,"ava,tsd,xo"
M,https://snyk.io/vuln/SNYK-JS-JOINTJS-1062038,Denial of Service (DoS),https://snyk.io/vuln/npm:jointjs,jointjs,"<3.3.0",npm,"19 Jan, 2021",0,18,537,no,"backbone,dagre,graphlib,jquery,lodash,@types/backbone,@types/jquery,@types/lodash,@types/dagre,@types/graphlib,async,chai,cheerio,core-js,es-module-shims,express,grunt,grunt-browserify,grunt-compile-docs,grunt-contrib-clean,grunt-contrib-concat,grunt-contrib-copy,grunt-contrib-cssmin,grunt-contrib-qunit,grunt-contrib-uglify,grunt-contrib-watch,grunt-env,grunt-eslint,grunt-karma,grunt-mocha-test,grunt-newer,grunt-shell,grunt-ts,grunt-webpack,handlebars,jit-grunt,karma,karma-chrome-launcher,karma-coverage,karma-phantomjs-launcher,karma-qunit,karma-sinon,load-grunt-config,mocha,open-sans-fontface,phantomjs-prebuilt,prismjs,qunit,requirejs,rollup,rollup-plugin-buble,rollup-plugin-commonjs,rollup-plugin-external-globals,rollup-plugin-json,rollup-plugin-node-resolve,selenium-standalone,serve-static,should,sinon,time-grunt,typescript,webdriverio,webpack,webpack-dev-server"
L,https://snyk.io/vuln/SNYK-JS-JSONEDITOR-1726760,Regular Expression Denial of Service (ReDoS),https://snyk.io/vuln/npm:jsoneditor,jsoneditor,"<9.5.6",npm,"27 Sep, 2021",0,1,18,no,"ace-builds,ajv,javascript-natural-sort,jmespath,jsonrepair,json-source-map,mobius1-selectr,picomodal,vanilla-picker,@babel/core,@babel/preset-env,@babel/register,babel-loader,btoa,date-format,fancy-log,gulp,gulp-clean-css,gulp-concat-css,gulp-sass,jsdom,json-loader,mkdirp,mocha,sass,source-map-loader,standard,uglify-js,webpack"
M,https://snyk.io/vuln/npm:uuid:20111230,Insecure Randomness,https://snyk.io/vuln/npm:uuid,uuid,"<1.3.1",npm,"13 Feb, 2017",0,96,2851,no,"@babel/cli,@babel/core,@babel/preset-env,@commitlint/cli,@commitlint/config-conventional,@rollup/plugin-node-resolve,babel-eslint,bundlewatch,eslint,eslint-config-prettier,eslint-config-standard,eslint-plugin-import,eslint-plugin-node,eslint-plugin-prettier,eslint-plugin-promise,eslint-plugin-standard,husky,jest,lint-staged,npm-run-all,optional-dev-dependency,prettier,random-seed,rollup,rollup-plugin-terser,runmd,standard-version"
M,https://snyk.io/vuln/npm:cheerio:20120311,Cross-site Scripting (XSS),https://snyk.io/vuln/npm:cheerio,cheerio,"<=0.8.3",npm,"20 Oct, 2016",0,103,3077,no,"cheerio-select,dom-serializer,domhandler,htmlparser2,parse5,parse5-htmlparser2-tree-adapter,tslib,@octokit/graphql,@types/benchmark,@types/jest,@types/jsdom,@types/node,@types/node-fetch,@types/parse5,@types/parse5-htmlparser2-tree-adapter,@typescript-eslint/eslint-plugin,@typescript-eslint/parser,benchmark,eslint,eslint-config-prettier,eslint-plugin-jest,eslint-plugin-jsdoc,eslint-plugin-node,husky,jest,jquery,jsdom,lint-staged,node-fetch,prettier,prettier-plugin-jsdoc,ts-jest,ts-node,typedoc,typescript"
H,https://snyk.io/vuln/npm:jsonwebtoken:20150331,Authentication Bypass,https://snyk.io/vuln/npm:jsonwebtoken,jsonwebtoken,"<4.2.2",npm,"31 Mar, 2015",0,107,3197,no,"jws,lodash.includes,lodash.isboolean,lodash.isinteger,lodash.isnumber,lodash.isplainobject,lodash.isstring,lodash.once,ms,semver,atob,chai,conventional-changelog,cost-of-modules,eslint,mocha,nsp,nyc,sinon"
H,https://snyk.io/vuln/SNYK-JS-PARSESERVER-1727337,Improper Authentication,https://snyk.io/vuln/npm:parse-server,parse-server,"<4.10.4",npm,"01 Oct, 2021",0,1,4,no,"@apollographql/graphql-playground-html,@graphql-tools/links,@graphql-tools/stitch,@graphql-tools/utils,@parse/fs-files-adapter,@parse/push-adapter,@parse/s3-files-adapter,@parse/simple-mailgun-adapter,apollo-server-express,bcryptjs,body-parser,commander,cors,deepcopy,express,follow-redirects,graphql,graphql-list-fields,graphql-relay,graphql-tag,graphql-upload,intersect,jsonwebtoken,jwks-rsa,ldapjs,lodash,lru-cache,mime,mongodb,parse,pg-promise,pluralize,redis,semver,subscriptions-transport-ws,tv4,uuid,winston,winston-daily-rotate-file,ws,@node-rs/bcrypt,@babel/cli,@babel/core,@babel/plugin-proposal-object-rest-spread,@babel/plugin-transform-flow-strip-types,@babel/preset-env,@parse/minami,apollo-cache-inmemory,apollo-client,apollo-link,apollo-link-http,apollo-link-ws,apollo-upload-client,apollo-utilities,babel-eslint,bcrypt-nodejs,cross-env,deep-diff,eslint,eslint-plugin-flowtype,flow-bin,form-data,husky,jasmine,jsdoc,jsdoc-babel,lint-staged,mongodb-runner,node-fetch,nyc,prettier"
H,https://snyk.io/vuln/npm:node-staticserver:20180226,Directory Traversal,https://snyk.io/vuln/npm:node-staticserver,node-staticserver,"*",npm,"26 Feb, 2018",0,77,2290,no,""
H,https://snyk.io/vuln/npm:macaca-chromedriver-zxa:20170101,Resources Downloaded over Insecure Protocol,https://snyk.io/vuln/npm:macaca-chromedriver-zxa,macaca-chromedriver-zxa,"*",npm,"04 Jan, 2017",0,100,2980,no,"bluebird,commander,jszip,lodash,reliable-logger,request,request-promise,mocha,should,jshint,istanbul,pre-commit"
H,https://snyk.io/vuln/npm:cuciuci:20170511,Directory Traversal,https://snyk.io/vuln/npm:cuciuci,cuciuci,"*",npm,"07 Jun, 2017",0,91,2728,no,""
H,https://snyk.io/vuln/npm:picard:20170510,Directory Traversal,https://snyk.io/vuln/npm:picard,picard,"*",npm,"07 Jun, 2017",0,90,2684,no,""
C,https://snyk.io/vuln/SNYK-JS-XOPEN-1050981,Command Injection,https://snyk.io/vuln/npm:xopen,xopen,"*",npm,"26 Jan, 2021",0,18,514,no,""
H,https://snyk.io/vuln/npm:uv-tj-demo:20170509,Directory Traversal,https://snyk.io/vuln/npm:uv-tj-demo,uv-tj-demo,"*",npm,"07 Jun, 2017",0,89,2654,no,"uv-tj"
H,https://snyk.io/vuln/npm:qbs:20170102,Resources Downloaded over Insecure Protocol,https://snyk.io/vuln/npm:qbs,qbs,"*",npm,"04 Jan, 2017",0,99,2948,no,""
C,https://snyk.io/vuln/SNYK-JS-CRPYTOJS-536153,Malicious Package,https://snyk.io/vuln/npm:crpyto-js,crpyto-js,"*",npm,"28 Nov, 2019",0,45,1331,no,""
C,https://snyk.io/vuln/SNYK-JS-BICTOINDRPC-536188,Malicious Package,https://snyk.io/vuln/npm:bictoind-rpc,bictoind-rpc,"*",npm,"28 Nov, 2019",0,43,1283,no,""
C,https://snyk.io/vuln/SNYK-JS-CORENLPJSPREFAB-1050434,Command Injection,https://snyk.io/vuln/npm:corenlp-js-prefab,corenlp-js-prefab,"*",npm,"11 Dec, 2020",0,21,610,no,"corenlp-js-interface"
H,https://snyk.io/vuln/SNYK-JS-GOOGLECLOUDSTORAGECOMMANDS-1050431,Command Injection,https://snyk.io/vuln/npm:google-cloudstorage-commands,google-cloudstorage-commands,"*",npm,"05 Jan, 2021",0,19,563,no,""
C,https://snyk.io/vuln/SNYK-JS-CODIFY-451005,Malicious Package,https://snyk.io/vuln/npm:codify,codify,"=0.3.1",npm,"26 Jun, 2019",0,57,1704,no,""
H,https://snyk.io/vuln/npm:jacobj66-weather:20180315,Directory Traversal,https://snyk.io/vuln/npm:jacobj66-weather,jacobj66-weather,"*",npm,"15 Mar, 2018",0,74,2199,no,""
H,https://snyk.io/vuln/npm:servewuqianqianqian:20180306,Directory Traversal,https://snyk.io/vuln/npm:servewuqianqianqian,servewuqianqianqian,"*",npm,"06 Mar, 2018",0,75,2232,no,""
H,https://snyk.io/vuln/SNYK-JS-MERGE-1042987,Prototype Pollution,https://snyk.io/vuln/npm:merge,merge,"<2.1.1",npm,"23 Feb, 2021",0,15,437,no,"@types/chai,@types/mocha,@types/node,chai,concurrently,mocha,typescript,webpack,webpack-cli"
M,https://snyk.io/vuln/npm:kibana:20170526,Cross-site Scripting (XSS),https://snyk.io/vuln/npm:kibana,kibana,"<5.4.1",npm,"08 Apr, 2018",0,73,2168,no,"@bigfunger/decompress-zip,@bigfunger/jsondiffpatch,@elastic/datemath,@elastic/kibana-ui-framework,@spalger/filesaver,@spalger/leaflet-draw,@spalger/leaflet-heat,@spalger/numeral,@spalger/test-subj-selector,@spalger/ui-ace,JSONStream,angular,angular-bootstrap-colorpicker,angular-elastic,angular-route,angular-sanitize,ansicolors,autoprefixer,autoprefixer-loader,babel,babel-core,babel-loader,babel-runtime,bluebird,body-parser,boom,brace,bunyan,check-hash,commander,css-loader,d3,d3-cloud,dragula,elasticsearch,elasticsearch-browser,encode-uri-query,even-better,expiry-js,exports-loader,expose-loader,extract-text-webpack-plugin,file-loader,font-awesome,glob,glob-all,good-squeeze,gridster,h2o2,hapi,httpolyglot,imports-loader,inert,jade,jade-loader,joi,jquery,js-yaml,json-loader,json-stringify-safe,jstimezonedetect,leaflet,less,less-loader,lodash,marked,minimatch,mkdirp,moment,moment-timezone,no-ui-slider,node-fetch,node-uuid,pegjs,querystring-browser,raw-loader,request,rimraf,rison-node,rjs-repack-loader,script-loader,semver,style-loader,tar,tinygradient,trunc-html,trunc-text,url-loader,validate-npm-package-name,vision,webpack,webpack-directory-name-as-main,whatwg-fetch,wreck,yo,@elastic/eslint-config-kibana,angular-mocks,auto-release-sinon,babel-eslint,chai,cheerio,chokidar,chromedriver,elasticdump,eslint,eslint-plugin-mocha,event-stream,expect.js,faker,grunt,grunt-aws-s3,grunt-babel,grunt-cli,grunt-contrib-clean,grunt-contrib-copy,grunt-esvm,grunt-karma,grunt-run,grunt-simple-mocha,gruntify-eslint,gulp-sourcemaps,handlebars,husky,image-diff,intern,istanbul-instrumenter-loader,karma,karma-chrome-launcher,karma-coverage,karma-firefox-launcher,karma-ie-launcher,karma-mocha,karma-safari-launcher,license-checker,load-grunt-config,makelogs,marked-text-renderer,mocha,murmurhash3js,ncp,nock,npm,portscanner,proxyquire,simple-git,sinon,source-map,source-map-support,supertest,supertest-as-promised"
H,https://snyk.io/vuln/SNYK-JS-SAFEEVAL-608076,Sandbox Escape,https://snyk.io/vuln/npm:safe-eval,safe-eval,"*",npm,"21 Aug, 2020",0,28,817,no,"mocha,standard"
L,https://snyk.io/vuln/npm:ember:20140214,Cross-site Scripting (XSS),https://snyk.io/vuln/npm:ember,ember,">=1.2.0 <1.2.2,>=1.3.0 <1.3.1",npm,"06 Nov, 2015",0,107,3184,no,""
H,https://snyk.io/vuln/SNYK-JS-TIANMASTATIC-72574,Cross-site Scripting (XSS),https://snyk.io/vuln/npm:tianma-static,tianma-static,"*",npm,"08 Nov, 2018",0,68,2014,no,"co-fs,mocha,supertest,tianma"
C,https://snyk.io/vuln/SNYK-JS-ANGULARMATERIALSIDENAVRND-451015,Malicious Package,https://snyk.io/vuln/npm:angular-material-sidenav-rnd,angular-material-sidenav-rnd,"=0.1.1",npm,"26 Jun, 2019",0,57,1693,no,"angular,angular-animate,angular-aria,angular-cookies,angular-messages,angular-resource,angular-route,angular-sanitize,angular-touch,angular-material,angular-ui-router"
H,https://snyk.io/vuln/npm:marionette-socket-host:20170101,Resources Downloaded over Insecure Protocol,https://snyk.io/vuln/npm:marionette-socket-host,marionette-socket-host,"*",npm,"04 Jan, 2017",0,99,2956,no,"corredor-js,debug,empty-port,mozilla-profile-builder,mocha,node-static,marionette-client,mozilla-download,mozilla-runner"
H,https://snyk.io/vuln/npm:selenium-chromedriver:20170101,Resources Downloaded over Insecure Protocol,https://snyk.io/vuln/npm:selenium-chromedriver,selenium-chromedriver,"*",npm,"04 Jan, 2017",0,100,2979,no,"adm-zip,which,kew,npmconf,temp,mkdirp,semver"
H,https://snyk.io/vuln/npm:maybemaliciouspackage:20170917,Malicious Package,https://snyk.io/vuln/npm:maybemaliciouspackage,maybemaliciouspackage,"*",npm,"17 Sep, 2017",0,84,2518,no,""
C,https://snyk.io/vuln/npm:getcookies:20180502,Malicious Package,https://snyk.io/vuln/npm:getcookies,getcookies,"*",npm,"03 May, 2018",0,72,2136,no,""
